Assuming rdf:type as type relation
Loading files... 
  Starting processed_triples1.txt
  Finished processed_triples1.txt, still running: 0
Loaded 8730 facts in 97 ms using -32 MB
Using Support as pruning metric with minimum threshold 1.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 64 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  nw  ?h  ?h  s  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  nw  ?h  ?h  subdivision  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  children  ?h  ?h  relation  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  children  ?h  ?h  relations  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  predecessor  ?h  ?h  successor  ?b   => ?a  primaryTopic  ?b	0.14084507	0.044642857	1	10	224	10	?a
?h  associatedMusicalArtist  ?b  ?a  associatedMusicalArtist  ?h   => ?a  primaryTopic  ?b	0.014084507	0.020408163	1	1	49	1	?a
?h  after  ?b  ?a  predecessor  ?h   => ?a  primaryTopic  ?b	0.084507042	0.133333333	1	6	45	6	?a
?a  predecessor  ?h  ?h  succeeded  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?h  predecessor  ?b  ?a  predecessor  ?h   => ?a  primaryTopic  ?b	0.028169014	0.010526316	1	2	190	2	?a
?h  primaryTopic  ?b  ?a  rdf-schema#seeAlso  ?h   => ?a  primaryTopic  ?b	0.014084507	0.125	1	1	8	1	?a
?h  rdf-schema#seeAlso  ?b  ?a  rdf-schema#seeAlso  ?h   => ?a  primaryTopic  ?b	0.014084507	0.052631579	1	1	19	1	?a
?h  doctoralAdvisor  ?b  ?a  doctoralStudent  ?h   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?a  commands  ?h  ?h  notableCommanders  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  publicwhip  ?b  ?a  publicwhip  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  primaryTopic  ?b  ?a  publicwhip  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?b  ?a  publicwhip  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  predecessor  ?b  ?a  successor  ?h   => ?a  primaryTopic  ?b	0.112676056	0.048780488	1	8	164	8	?a
?h  before  ?b  ?a  successor  ?h   => ?a  primaryTopic  ?b	0.028169014	0.2	1	2	10	2	?a
?h  1namedata  ?b  ?a  successor  ?h   => ?a  primaryTopic  ?b	0.014084507	0.024390244	1	1	41	1	?a
?h  successor  ?b  ?a  successor  ?h   => ?a  primaryTopic  ?b	0.014084507	0.005524862	1	1	181	1	?a
?h  preceded  ?b  ?a  successor  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  governor  ?b  ?a  successor  ?h   => ?a  primaryTopic  ?b	0.014084507	0.012820513	1	1	78	1	?a
?h  name  ?b  ?a  team  ?h   => ?a  primaryTopic  ?b	0.014084507	0.111111111	0.5	1	9	2	?a
?h  incumbent  ?b  ?a  office  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  parent  ?h  ?h  subsid  ?b   => ?a  primaryTopic  ?b	0.014084507	0.125	1	1	8	1	?a
?h  leader  ?b  ?a  office  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  nationalConvener  ?b  ?a  office  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  after  ?h  ?h  before  ?b   => ?a  primaryTopic  ?b	0.056338028	0.666666667	1	4	6	4	?a
?a  after  ?h  ?h  predecessor  ?b   => ?a  primaryTopic  ?b	0.028169014	0.054054054	1	2	37	2	?a
?h  relative  ?b  ?a  relative  ?h   => ?a  primaryTopic  ?b	0.042253521	0.054545455	1	3	55	3	?a
?h  knownFor  ?b  ?a  relative  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  relative  ?h  ?h  wikiPageRedirects  ?b   => ?a  primaryTopic  ?b	0.014084507	0.125	1	1	8	1	?a
?h  commonName  ?b  ?a  commonName  ?h   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?h  capital  ?b  ?a  commonName  ?h   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?g  notableWork  ?a  ?g  notableWork  ?b   => ?a  primaryTopic  ?b	0.056338028	0.153846154	1	4	26	4	?a
?a  relative  ?h  ?h  relatives  ?b   => ?a  primaryTopic  ?b	0.014084507	0.055555556	1	1	18	1	?a
?h  foundedBy  ?b  ?a  knownFor  ?h   => ?a  primaryTopic  ?b	0.014084507	0.066666667	1	1	15	1	?a
?h  author  ?b  ?a  knownFor  ?h   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?h  knownFor  ?b  ?a  relatives  ?h   => ?a  primaryTopic  ?b	0.014084507	0.055555556	1	1	18	1	?a
?g  presenter  ?a  ?g  presenter  ?b   => ?a  primaryTopic  ?b	0.042253521	0.6	1	3	5	3	?a
?h  relatives  ?b  ?a  relatives  ?h   => ?a  primaryTopic  ?b	0.014084507	0.1	1	1	10	1	?a
?h  name  ?b  ?a  nationalteam  ?h   => ?a  primaryTopic  ?b	0.028169014	0.5	0.5	2	4	4	?a
?a  nationalteam  ?h  ?h  rdm  ?b   => ?a  primaryTopic  ?b	0.014084507	0.5	0.5	1	2	2	?a
?a  name  ?h  ?h  primaryTopic  ?b   => ?a  primaryTopic  ?b	0.042253521	0.041666667	1	3	72	3	?a
?h  primaryTopic  ?b  ?a  wikisource  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  title  ?b  ?a  wikisource  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?b  ?a  wikisource  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  name  ?b  ?a  name  ?h   => ?a  primaryTopic  ?b	0.042253521	0.6	1	3	5	3	?a
?h  isPrimaryTopicOf  ?b  ?a  name  ?h   => ?a  primaryTopic  ?b	0.028169014	0.029850746	1	2	67	2	?a
?a  name  ?h  ?h  wikiPageDisambiguates  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  owl#differentFrom  ?b  ?a  owl#differentFrom  ?h   => ?a  primaryTopic  ?b	0.028169014	0.5	1	2	4	2	?a
?a  keyPeople  ?h  ?h  knownFor  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  primaryTopic  ?b  ?a  wikiPageRedirects  ?h   => ?a  primaryTopic  ?b	0.014084507	0.001584786	1	1	631	1	?a
?h  wikiPageRedirects  ?b  ?a  wikiPageRedirects  ?h   => ?a  primaryTopic  ?b	0.014084507	0.125	1	1	8	1	?a
?h  isPrimaryTopicOf  ?b  ?a  wikiPageRedirects  ?h   => ?a  primaryTopic  ?b	0.014084507	0.002114165	1	1	473	1	?a
?h  author  ?b  ?a  notableWork  ?h   => ?a  primaryTopic  ?b	0.042253521	0.75	1	3	4	3	?a
?g  isPrimaryTopicOf  ?b  ?g  wikisource  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  influenced  ?h  ?h  influencedBy  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?h  influenced  ?b  ?a  influenced  ?h   => ?a  primaryTopic  ?b	0.014084507	0.003076923	1	1	325	1	?a
?a  influenced  ?h  ?h  influences  ?b   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?a  primaryTopic  ?h  ?h  wikiPageRedirects  ?b   => ?a  primaryTopic  ?b	0.014084507	0.333333333	0.333333333	1	3	3	?a
?h  parentCompany  ?b  ?a  product  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  starring  ?a  ?g  starring  ?b   => ?a  primaryTopic  ?b	0.267605634	0.159663866	1	19	119	19	?a
?g  executiveProducer  ?a  ?g  starring  ?b   => ?a  primaryTopic  ?b	0.028169014	0.090909091	1	2	22	2	?a
?g  company  ?a  ?g  starring  ?b   => ?a  primaryTopic  ?b	0.014084507	0.047619048	1	1	21	1	?a
?g  composer  ?a  ?g  starring  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  domesticpartner  ?b  ?a  partner  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  capital  ?b  ?a  primaryTopic  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  child  ?b  ?a  father  ?h   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?h  alongside  ?b  ?a  alongside  ?h   => ?a  primaryTopic  ?b	0.028169014	0.083333333	1	2	24	2	?a
?a  alongside  ?h  ?h  governor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?a  family  ?h  ?h  wikiPageRedirects  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  father  ?b  ?a  issue  ?h   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?a  isPrimaryTopicOf  ?h  ?h  wikiPageRedirects  ?b   => ?a  primaryTopic  ?b	0.014084507	0.333333333	0.333333333	1	3	3	?a
?a  issue  ?h  ?h  parent  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  1namedata  ?b  ?a  governor  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  governor  ?h  ?h  lieutenant  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  creator  ?h  ?h  notableWork  ?b   => ?a  primaryTopic  ?b	0.014084507	0.034482759	1	1	29	1	?a
?a  foundedBy  ?h  ?h  knownFor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.2	0.5	1	5	2	?a
?a  deputy  ?h  ?h  predecessor  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?h  division  ?b  ?a  owner  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  related  ?b  ?a  related  ?h   => ?a  primaryTopic  ?b	0.014084507	0.014084507	1	1	71	1	?a
?a  doctoralAdvisor  ?h  ?h  doctoralStudents  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  previousWork  ?h  ?h  subsequentWork  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  associatedBand  ?b  ?a  associatedMusicalArtist  ?h   => ?a  primaryTopic  ?b	0.014084507	0.020408163	1	1	49	1	?a
?g  after  ?b  ?g  governor  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  after  ?b  ?g  succeeded  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  associatedActs  ?b  ?a  associatedMusicalArtist  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  before  ?b  ?g  predecessor  ?a   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?g  alongside  ?a  ?g  before  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  parentCompany  ?h  ?h  subsidiary  ?b   => ?a  primaryTopic  ?b	0.014084507	0.014285714	1	1	70	1	?a
?a  parentCompany  ?h  ?h  subsid  ?b   => ?a  primaryTopic  ?b	0.014084507	0.047619048	1	1	21	1	?a
?h  wikiPageInterLanguageLink  ?b  ?a  wikiPageInterLanguageLink  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  primaryTopic  ?b  ?a  wikiPageInterLanguageLink  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?b  ?a  wikiPageInterLanguageLink  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  1namedata  ?h  ?h  predecessor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.009615385	1	1	104	1	?a
?h  1namedata  ?b  ?a  1namedata  ?h   => ?a  primaryTopic  ?b	0.014084507	0.006849315	1	1	146	1	?a
?a  1namedata  ?h  ?h  successor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.009615385	1	1	104	1	?a
?h  associatedBand  ?b  ?a  associatedBand  ?h   => ?a  primaryTopic  ?b	0.014084507	0.020408163	1	1	49	1	?a
?h  associatedActs  ?b  ?a  associatedBand  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  director  ?a  ?g  writer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  associatedBand  ?h  ?h  associatedMusicalArtist  ?b   => ?a  primaryTopic  ?b	0.014084507	0.020408163	1	1	49	1	?a
?a  hasVariant  ?h  ?h  related  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  parent  ?h  ?h  subsidiary  ?b   => ?a  primaryTopic  ?b	0.014084507	0.01754386	1	1	57	1	?a
?g  chronology  ?a  ?g  producer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  before  ?h  ?h  successor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.038461538	1	1	26	1	?a
?g  producer  ?b  ?g  starring  ?a   => ?a  primaryTopic  ?b	0.014084507	0.047619048	1	1	21	1	?a
?h  after  ?b  ?a  before  ?h   => ?a  primaryTopic  ?b	0.014084507	0.083333333	1	1	12	1	?a
?h  influenced  ?b  ?a  influences  ?h   => ?a  primaryTopic  ?b	0.014084507	0.166666667	1	1	6	1	?a
?h  child  ?b  ?a  parents  ?h   => ?a  primaryTopic  ?b	0.014084507	0.066666667	1	1	15	1	?a
?a  precededBy  ?h  ?h  subsequentWork  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  followedBy  ?b  ?a  precededBy  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  commonName  ?h  ?h  primaryTopic  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?h  baseStandards  ?b  ?a  influencedBy  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  alongside  ?a  ?g  alongside  ?b   => ?a  primaryTopic  ?b	0.042253521	0.107142857	1	3	28	3	?a
?g  alongside  ?b  ?g  before  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  alongside  ?b  ?g  governor  ?a   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?g  creator  ?a  ?g  presenter  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  founder  ?a  ?g  founder  ?b   => ?a  primaryTopic  ?b	0.042253521	0.75	1	3	4	3	?a
?g  foundedBy  ?a  ?g  founder  ?b   => ?a  primaryTopic  ?b	0.028169014	0.666666667	1	2	3	2	?a
?h  wikisource  ?b  ?a  wikisource  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  candidate  ?h  ?h  successor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.015384615	1	1	65	1	?a
?g  narrator  ?a  ?g  narrator  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  narrator  ?b  ?g  writer  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  primaryTopic  ?a  ?g  wikiPageRedirects  ?b   => ?a  primaryTopic  ?b	0.014084507	0.333333333	0.333333333	1	3	3	?a
?g  candidate  ?b  ?g  mla  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  wikiPageRedirects  ?a  ?g  wikiPageRedirects  ?b   => ?a  primaryTopic  ?b	0.873239437	0.953846154	1	62	65	62	?a
?g  influencedBy  ?a  ?g  influencedBy  ?b   => ?a  primaryTopic  ?b	0.070422535	0.555555556	1	5	9	5	?a
?g  isPrimaryTopicOf  ?a  ?g  wikiPageRedirects  ?b   => ?a  primaryTopic  ?b	0.014084507	0.333333333	0.333333333	1	3	3	?a
?g  isPrimaryTopicOf  ?b  ?g  primaryTopic  ?a   => ?a  primaryTopic  ?b	0.845070423	1	1	60	60	60	?a
?g  isPrimaryTopicOf  ?a  ?g  isPrimaryTopicOf  ?b   => ?a  primaryTopic  ?b	0.845070423	0.909090909	1	60	66	60	?a
?g  isPrimaryTopicOf  ?b  ?g  name  ?a   => ?a  primaryTopic  ?b	0.028169014	0.666666667	1	2	3	2	?a
?g  isPrimaryTopicOf  ?b  ?g  title  ?a   => ?a  primaryTopic  ?b	0.014084507	0.019230769	1	1	52	1	?a
?g  isPrimaryTopicOf  ?b  ?g  wikiPageRedirects  ?a   => ?a  primaryTopic  ?b	0.014084507	0.333333333	1	1	3	1	?a
?g  knownFor  ?a  ?g  relative  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?b  ?g  publicwhip  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?b  ?g  wikiPageInterLanguageLink  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  wikiPageDisambiguates  ?a  ?g  wikiPageDisambiguates  ?b   => ?a  primaryTopic  ?b	0.563380282	0.017263703	0.952380952	40	2317	42	?a
?g  relation  ?a  ?g  relatives  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  producer  ?a  ?g  starring  ?b   => ?a  primaryTopic  ?b	0.014084507	0.047619048	1	1	21	1	?a
?g  name  ?a  ?g  name  ?b   => ?a  primaryTopic  ?b	0.197183099	0.736842105	0.875	14	19	16	?a
?g  name  ?b  ?g  primaryTopic  ?a   => ?a  primaryTopic  ?b	0.042253521	0.75	0.75	3	4	4	?a
?g  motto  ?a  ?g  motto  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?a  ?g  name  ?b   => ?a  primaryTopic  ?b	0.028169014	0.666666667	0.666666667	2	3	3	?a
?g  relation  ?b  ?g  relations  ?a   => ?a  primaryTopic  ?b	0.028169014	0.333333333	1	2	6	2	?a
?g  currentMember  ?a  ?g  name  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  name  ?b  ?g  rdm  ?a   => ?a  primaryTopic  ?b	0.014084507	0.5	0.5	1	2	2	?a
?g  eponym  ?a  ?g  eponym  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  successor  ?a  ?g  successor  ?b   => ?a  primaryTopic  ?b	0.169014085	0.12244898	1	12	98	12	?a
?g  after  ?a  ?g  successor  ?b   => ?a  primaryTopic  ?b	0.070422535	0.166666667	1	5	30	5	?a
?g  predecessor  ?a  ?g  successor  ?b   => ?a  primaryTopic  ?b	0.042253521	0.037037037	1	3	81	3	?a
?g  lieutenant  ?a  ?g  successor  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  1namedata  ?a  ?g  successor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.0625	1	1	16	1	?a
?g  predecessor  ?a  ?g  predecessor  ?b   => ?a  primaryTopic  ?b	0.169014085	0.126315789	1	12	95	12	?a
?g  predecessor  ?b  ?g  successor  ?a   => ?a  primaryTopic  ?b	0.042253521	0.037037037	1	3	81	3	?a
?g  governor  ?a  ?g  predecessor  ?b   => ?a  primaryTopic  ?b	0.028169014	0.0625	1	2	32	2	?a
?g  before  ?a  ?g  predecessor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?g  1namedata  ?a  ?g  predecessor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.0625	1	1	16	1	?a
?g  beforeElection  ?b  ?g  secondLeader  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  after  ?a  ?g  after  ?b   => ?a  primaryTopic  ?b	0.154929577	0.35483871	1	11	31	11	?a
?g  beforeElection  ?b  ?g  leader  ?a   => ?a  primaryTopic  ?b	0.028169014	0.5	0.5	2	4	4	?a
?g  after  ?b  ?g  successor  ?a   => ?a  primaryTopic  ?b	0.070422535	0.166666667	1	5	30	5	?a
?g  before  ?a  ?g  before  ?b   => ?a  primaryTopic  ?b	0.14084507	0.714285714	1	10	14	10	?a
?g  afterElection  ?b  ?g  beforeElection  ?a   => ?a  primaryTopic  ?b	0.042253521	0.5	0.5	3	6	6	?a
?h  coach  ?b  ?a  cteam  ?h   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  before  ?b  ?g  governor  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  author  ?a  ?g  author  ?b   => ?a  primaryTopic  ?b	0.126760563	0.75	1	9	12	9	?a
?g  author  ?b  ?g  writer  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  author  ?b  ?g  rdf-schema#seeAlso  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  writer  ?a  ?g  writer  ?b   => ?a  primaryTopic  ?b	0.112676056	1	1	8	8	8	?a
?g  associatedBand  ?b  ?g  associatedMusicalArtist  ?a   => ?a  primaryTopic  ?b	0.042253521	0.157894737	1	3	19	3	?a
?g  artist  ?a  ?g  writer  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  producer  ?a  ?g  writer  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  story  ?a  ?g  writer  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  author  ?a  ?g  writer  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  narrator  ?a  ?g  writer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  producer  ?a  ?g  producer  ?b   => ?a  primaryTopic  ?b	0.112676056	0.615384615	1	8	13	8	?a
?g  producer  ?b  ?g  writer  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  director  ?a  ?g  producer  ?b   => ?a  primaryTopic  ?b	0.028169014	0.5	1	2	4	2	?a
?g  extra  ?a  ?g  producer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  knownFor  ?a  ?g  knownFor  ?b   => ?a  primaryTopic  ?b	0.098591549	0.022508039	1	7	311	7	?a
?g  associatedBand  ?a  ?g  associatedMusicalArtist  ?b   => ?a  primaryTopic  ?b	0.042253521	0.157894737	1	3	19	3	?a
?g  knownFor  ?b  ?g  relatives  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  routeEnd  ?a  ?g  terminusB  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  terminusB  ?a  ?g  terminusB  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  mop  ?a  ?g  mop  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  mainCharTeam  ?a  ?g  mainCharTeam  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  1namedata  ?a  ?g  4namedata  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  4namedata  ?a  ?g  4namedata  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  knownFor  ?b  ?g  relative  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  rdf-schema#seeAlso  ?a  ?g  rdf-schema#seeAlso  ?b   => ?a  primaryTopic  ?b	0.098591549	0.026119403	1	7	268	7	?a
?g  aux  ?a  ?g  aux  ?b   => ?a  primaryTopic  ?b	0.042253521	0.6	0.6	3	5	5	?a
?g  author  ?a  ?g  rdf-schema#seeAlso  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  owner  ?b  ?g  owningCompany  ?a   => ?a  primaryTopic  ?b	0.028169014	0.0625	1	2	32	2	?a
?g  operator  ?a  ?g  owner  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  owner  ?b  ?g  owners  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  guests  ?a  ?g  guests  ?b   => ?a  primaryTopic  ?b	0.042253521	1	1	3	3	3	?a
?g  influences  ?a  ?g  influences  ?b   => ?a  primaryTopic  ?b	0.042253521	0.75	1	3	4	3	?a
?g  owner  ?b  ?g  ownerOper  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  commander  ?a  ?g  commander  ?b   => ?a  primaryTopic  ?b	0.084507042	1	1	6	6	6	?a
?g  bandMember  ?b  ?g  currentMembers  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  hypernym  ?a  ?g  hypernym  ?b   => ?a  primaryTopic  ?b	0.084507042	0.136363636	1	6	44	6	?a
?g  bandMember  ?a  ?g  bandMember  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  baseStandards  ?a  ?g  baseStandards  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  candidate  ?a  ?g  candidate  ?b   => ?a  primaryTopic  ?b	0.070422535	0.833333333	1	5	6	5	?a
?g  distributor  ?a  ?g  manufacturer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  engine  ?a  ?g  manufacturer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  beforeElection  ?a  ?g  candidate  ?b   => ?a  primaryTopic  ?b	0.042253521	0.75	0.75	3	4	4	?a
?g  afterElection  ?a  ?g  candidate  ?b   => ?a  primaryTopic  ?b	0.042253521	0.75	0.75	3	4	4	?a
?g  influencedBy  ?b  ?g  influences  ?a   => ?a  primaryTopic  ?b	0.042253521	1	1	3	3	3	?a
?g  academicAdvisor  ?a  ?g  influencedBy  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  doctoralAdvisors  ?a  ?g  influencedBy  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  academicAdvisors  ?a  ?g  influencedBy  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  caption  ?a  ?g  caption  ?b   => ?a  primaryTopic  ?b	0.070422535	0.555555556	1	5	9	5	?a
?g  relative  ?a  ?g  relative  ?b   => ?a  primaryTopic  ?b	0.070422535	0.079365079	1	5	63	5	?a
?g  relative  ?b  ?g  relatives  ?a   => ?a  primaryTopic  ?b	0.028169014	0.076923077	1	2	26	2	?a
?g  relatives  ?a  ?g  relatives  ?b   => ?a  primaryTopic  ?b	0.070422535	0.208333333	1	5	24	5	?a
?g  knownFor  ?a  ?g  relatives  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  before  ?a  ?g  governor  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  story  ?a  ?g  story  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  story  ?b  ?g  writer  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
