Assuming rdf:type as type relation
Loading files... 
  Starting processed_triples1.txt
  Finished processed_triples1.txt, still running: 0
Loaded 8730 facts in 97 ms using -32 MB
Using Support as pruning metric with minimum threshold 1.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 64 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  notableWork  ?h  ?b  wikisource  ?h   => ?a  notableWork  ?b	0.083333333	1	1	1	1	1	?b
?a  notableWork  ?h  ?b  title  ?h   => ?a  notableWork  ?b	0.083333333	0.5	1	1	2	1	?b
?g  primaryTopic  ?b  ?a  terminusB  ?g   => ?a  routeEnd  ?b	1	1	1	1	1	1	?a
?g  salign  ?b  ?g  title  ?a   => ?a  salign  ?b	0.666666667	1	1	2	2	2	?b
?h  name  ?b  ?a  terminusB  ?h   => ?a  routeEnd  ?b	1	1	1	1	1	1	?a
?g  salign  ?b  ?g  wikisource  ?a   => ?a  salign  ?b	0.666666667	1	1	2	2	2	?b
?g  isPrimaryTopicOf  ?a  ?g  notableWork  ?b   => ?a  notableWork  ?b	0.666666667	1	1	8	8	8	?b
?h  hideTvSeason  ?b  ?a  primaryTopic  ?h   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?g  author  ?a  ?g  wikisource  ?b   => ?a  notableWork  ?b	0.083333333	1	1	1	1	1	?b
?g  hide1849Rank  ?b  ?a  isPrimaryTopicOf  ?g   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?g  hide1849Rank  ?b  ?g  primaryTopic  ?a   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?a  hometown  ?h  ?b  name  ?h   => ?a  origin  ?b	0.017857143	0.214285714	1	3	14	3	?a
?g  author  ?a  ?g  isPrimaryTopicOf  ?b   => ?a  notableWork  ?b	0.083333333	0.333333333	1	1	3	1	?b
?h  activeYearsStartYear  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  activeYearsStartYear  ?b	1	1	1	10	10	10	?a
?g  hideRank  ?b  ?g  primaryTopic  ?a   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?g  hideRank  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?a  origin  ?h  ?b  primaryTopic  ?h   => ?a  origin  ?b	0.017857143	1	1	3	3	3	?a
?a  isPrimaryTopicOf  ?h  ?h  yearsactive  ?b   => ?a  activeYearsStartYear  ?b	0.1	1	1	1	1	1	?a
?a  artist  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  artist  ?b	0.916666667	1	1	11	11	11	?a
?b  isPrimaryTopicOf  ?h  ?a  writer  ?h   => ?a  artist  ?b	0.166666667	0.133333333	1	2	15	2	?a
?h  careerStart  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  activeYearsStartYear  ?b	0.1	1	1	1	1	1	?a
?g  conventionalLongName  ?b  ?a  origin  ?g   => ?a  origin  ?b	0.25	1	1	42	42	42	?a
?b  primaryTopic  ?h  ?a  writer  ?h   => ?a  artist  ?b	0.166666667	0.111111111	1	2	18	2	?a
?h  primaryTopic  ?b  ?a  writer  ?h   => ?a  artist  ?b	0.166666667	0.111111111	1	2	18	2	?a
?a  notableWork  ?h  ?h  wikisource  ?b   => ?a  notableWork  ?b	0.083333333	1	1	1	1	1	?b
?a  alongside  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  alongside  ?b	0.611111111	1	1	11	11	11	?a
?g  isPrimaryTopicOf  ?a  ?g  yearsActive  ?b   => ?a  activeYearsStartYear  ?b	0.8	0.8	1	8	10	8	?a
?g  careerStart  ?b  ?a  primaryTopic  ?g   => ?a  activeYearsStartYear  ?b	0.1	1	1	1	1	1	?a
?g  activeYearsStartYear  ?b  ?g  primaryTopic  ?a   => ?a  activeYearsStartYear  ?b	0.9	1	1	9	9	9	?a
?g  careerStart  ?b  ?g  primaryTopic  ?a   => ?a  activeYearsStartYear  ?b	0.1	1	1	1	1	1	?a
?a  capital  ?h  ?h  febHighC  ?b   => ?a  febHighC  ?b	0.5	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?h  yearsactive  ?b   => ?a  activeYearsStartYear  ?b	0.1	1	1	1	1	1	?a
?a  artist  ?h  ?b  primaryTopic  ?h   => ?a  artist  ?b	1	1	1	12	12	12	?a
?a  commonName  ?h  ?h  febHighC  ?b   => ?a  febHighC  ?b	0.5	1	1	1	1	1	?a
?h  febHighC  ?b  ?a  name  ?h   => ?a  febHighC  ?b	0.5	1	1	1	1	1	?a
?a  artist  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  artist  ?b	0.916666667	1	1	11	11	11	?a
?g  febHighC  ?b  ?g  primaryTopic  ?a   => ?a  febHighC  ?b	1	1	1	2	2	2	?a
?g  ft  ?b  ?g  primaryTopic  ?a   => ?a  ft  ?b	1	1	1	3	3	3	?b
?g  capital  ?a  ?g  febHighC  ?b   => ?a  febHighC  ?b	0.5	1	1	1	1	1	?a
?g  primaryTopic  ?a  ?g  yearsactive  ?b   => ?a  activeYearsStartYear  ?b	0.1	1	1	1	1	1	?a
?a  commander  ?h  ?b  primaryTopic  ?h   => ?a  commander  ?b	1	1	1	23	23	23	?a
?h  gdpNominal  ?b  ?a  name  ?h   => ?a  gdpNominal  ?b	0.5	1	1	2	2	2	?a
?a  commander  ?g  ?g  publicwhip  ?b   => ?a  commander  ?b	0.043478261	1	1	1	1	1	?a
?h  family  ?b  ?a  primaryTopic  ?h   => ?a  alias  ?b	0.333333333	0.25	1	1	4	1	?b
?g  commonName  ?a  ?g  gdpNominal  ?b   => ?a  gdpNominal  ?b	1	1	1	4	4	4	?a
?g  family  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  alias  ?b	0.333333333	0.25	1	1	4	1	?b
?b  name  ?h  ?a  routeEnd  ?h   => ?a  terminusB  ?b	1	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?h  yahoo  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?a  commander  ?g  ?g  primaryTopic  ?b   => ?a  commander  ?b	1	1	1	23	23	23	?a
?h  google  ?b  ?a  primaryTopic  ?h   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?h  stockrow  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?h  name  ?b  ?a  terminusB  ?h   => ?a  terminusB  ?b	1	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?h  ?h  symbol  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?g  name  ?b  ?a  routeEnd  ?g   => ?a  terminusB  ?b	1	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?a  ?g  stockrow  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?g  backgroundColor  ?b  ?g  rdf-schema#seeAlso  ?a   => ?a  backgroundColor  ?b	1	0.071428571	1	1	14	1	?a
?g  homepage  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  website  ?b	1	0.111111111	1	1	9	1	?a
?g  name  ?a  ?g  website  ?b   => ?a  website  ?b	1	1	1	1	1	1	?a
?h  marPrecipitationMm  ?b  ?a  primaryTopic  ?h   => ?a  marPrecipitationMm  ?b	1	1	1	1	1	1	?a
?g  marPrecipitationMm  ?b  ?g  primaryTopic  ?a   => ?a  marPrecipitationMm  ?b	1	1	1	1	1	1	?a
?g  marPrecipitationMm  ?b  ?g  name  ?a   => ?a  marPrecipitationMm  ?b	1	1	1	1	1	1	?a
?a  chassis  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  engine  ?b	0.055555556	1	1	1	1	1	?a
?a  conventionalLongName  ?h  ?h  otherSymbol  ?b   => ?a  otherSymbol  ?b	1	1	1	1	1	1	?a
?g  conventionalLongName  ?a  ?g  otherSymbol  ?b   => ?a  otherSymbol  ?b	1	1	1	1	1	1	?a
?b  capital  ?h  ?a  location  ?h   => ?a  location  ?b	0.819047619	1	1	86	86	86	?a
?b  commonName  ?h  ?a  location  ?h   => ?a  location  ?b	0.828571429	1	1	87	87	87	?a
?a  engine  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  engine  ?b	1	1	1	18	18	18	?a
?h  creator  ?a  ?b  isPrimaryTopicOf  ?h   => ?a  notableWork  ?b	0.083333333	0.166666667	0.333333333	1	6	3	?b
?a  mainCharTeam  ?h  ?b  rdf-schema#seeAlso  ?h   => ?a  mainCharTeam  ?b	1	1	1	2	2	2	?a
?a  mainCharTeam  ?h  ?h  primaryTopic  ?b   => ?a  mainCharTeam  ?b	1	1	1	2	2	2	?a
?a  primaryTopic  ?h  ?h  website  ?b   => ?a  website  ?b	1	1	1	1	1	1	?a
?a  keynoteSpeaker  ?h  ?b  primaryTopic  ?h   => ?a  keynoteSpeaker  ?b	1	1	1	1	1	1	?a
?b  isPrimaryTopicOf  ?h  ?a  notableWork  ?h   => ?a  notableWork  ?b	0.333333333	1	1	4	4	4	?b
?h  isPrimaryTopicOf  ?b  ?a  keynoteSpeaker  ?h   => ?a  keynoteSpeaker  ?b	1	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?h  ?h  location  ?b   => ?a  location  ?b	0.066666667	1	1	7	7	7	?a
?g  isPrimaryTopicOf  ?a  ?g  website  ?b   => ?a  website  ?b	1	1	1	1	1	1	?a
?a  location  ?h  ?b  name  ?h   => ?a  location  ?b	0.123809524	1	1	13	13	13	?a
?b  owner  ?h  ?a  primaryTopic  ?h   => ?a  location  ?b	0.00952381	0.071428571	0.111111111	1	14	9	?a
?b  name  ?h  ?a  seat  ?h   => ?a  seat  ?b	1	1	1	1	1	1	?a
?b  primaryTopic  ?h  ?a  routeEnd  ?h   => ?a  routeEnd  ?b	1	1	1	1	1	1	?a
?a  mop  ?h  ?h  primaryTopic  ?b   => ?a  mop  ?b	1	1	1	3	3	3	?a
?h  location  ?b  ?a  primaryTopic  ?h   => ?a  location  ?b	0.066666667	1	1	7	7	7	?a
?g  primaryTopic  ?b  ?a  routeEnd  ?g   => ?a  routeEnd  ?b	1	1	1	1	1	1	?a
?a  1namedata  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  4namedata  ?b	1	0.03030303	1	1	33	1	?a
?b  primaryTopic  ?h  ?a  terminusB  ?h   => ?a  routeEnd  ?b	1	1	1	1	1	1	?a
?b  name  ?h  ?a  terminusB  ?h   => ?a  routeEnd  ?b	1	1	1	1	1	1	?a
?g  name  ?b  ?a  routeEnd  ?g   => ?a  routeEnd  ?b	1	1	1	1	1	1	?a
?g  author  ?a  ?g  primaryTopic  ?b   => ?a  notableWork  ?b	0.083333333	0.333333333	1	1	3	1	?b
?h  hide1849Rank  ?b  ?a  primaryTopic  ?h   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?h  hideRank  ?b  ?a  primaryTopic  ?h   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?a  headquarters  ?h  ?b  name  ?h   => ?a  headquarters  ?b	0.333333333	1	1	2	2	2	?b
?g  hide1849Rank  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?g  hideTvSeason  ?b  ?g  primaryTopic  ?a   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?g  hideTvSeason  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?a  headquarters  ?h  ?h  primaryTopic  ?b   => ?a  headquarters  ?b	0.333333333	1	1	2	2	2	?b
?a  headquarters  ?h  ?h  name  ?b   => ?a  headquarters  ?b	0.333333333	1	1	2	2	2	?b
?a  location  ?g  ?g  primaryTopic  ?b   => ?a  location  ?b	0.933333333	1	1	98	98	98	?a
?a  isPrimaryTopicOf  ?h  ?h  years  ?b   => ?a  activeYearsStartYear  ?b	0.2	0.048780488	0.333333333	2	41	6	?a
?a  allWriting  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  artist  ?b	0.083333333	1	1	1	1	1	?a
?h  headquarter  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  headquarters  ?b	0.666666667	1	1	4	4	4	?b
?g  commonName  ?b  ?a  location  ?g   => ?a  location  ?b	0.828571429	1	1	87	87	87	?a
?a  4namedata  ?h  ?b  primaryTopic  ?h   => ?a  4namedata  ?b	1	1	1	1	1	1	?a
?a  allWriting  ?h  ?h  primaryTopic  ?b   => ?a  artist  ?b	0.083333333	1	1	1	1	1	?a
?a  allWriting  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  artist  ?b	0.083333333	1	1	1	1	1	?a
?h  hideTvSeason  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  hideTvSeason  ?b	1	1	1	1	1	1	?a
?a  notableWork  ?h  ?h  title  ?b   => ?a  notableWork  ?b	0.083333333	1	1	1	1	1	?b
?h  ft  ?b  ?a  primaryTopic  ?h   => ?a  ft  ?b	1	1	1	3	3	3	?b
?h  hideTvSeason  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?a  ?g  years  ?b   => ?a  activeYearsStartYear  ?b	0.2	0.048780488	0.333333333	2	41	6	?a
?g  careerStart  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  activeYearsStartYear  ?b	0.1	1	1	1	1	1	?a
?h  aprPrecipitationDays  ?b  ?a  name  ?h   => ?a  aprPrecipitationDays  ?b	1	1	1	1	1	1	?a
?g  activeYearsStartYear  ?b  ?a  primaryTopic  ?g   => ?a  activeYearsStartYear  ?b	0.9	1	1	9	9	9	?a
?g  aprPrecipitationDays  ?b  ?g  primaryTopic  ?a   => ?a  aprPrecipitationDays  ?b	1	1	1	1	1	1	?a
?h  hideRank  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  hide1849Rank  ?b	1	1	1	1	1	1	?a
?a  alias  ?h  ?b  primaryTopic  ?h   => ?a  alias  ?b	0.333333333	1	1	1	1	1	?b
?h  alias  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  alias  ?b	0.666666667	1	1	2	2	2	?b
?a  award  ?h  ?b  primaryTopic  ?h   => ?a  award  ?b	0.333333333	1	1	1	1	1	?a
?h  family  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  alias  ?b	0.333333333	0.25	1	1	4	1	?b
?g  headquarters  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  headquarters  ?b	0.666666667	1	1	4	4	4	?b
?g  creator  ?a  ?g  isPrimaryTopicOf  ?b   => ?a  notableWork  ?b	0.083333333	0.166666667	0.333333333	1	6	3	?b
?g  awards  ?b  ?a  isPrimaryTopicOf  ?g   => ?a  award  ?b	0.333333333	0.25	1	1	4	1	?a
?g  awards  ?b  ?g  primaryTopic  ?a   => ?a  award  ?b	0.333333333	0.25	1	1	4	1	?a
?g  awards  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  award  ?b	0.333333333	0.25	1	1	4	1	?a
?a  isPrimaryTopicOf  ?g  ?g  prizes  ?b   => ?a  award  ?b	0.333333333	1	1	1	1	1	?a
?g  primaryTopic  ?a  ?g  prizes  ?b   => ?a  award  ?b	0.333333333	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?a  ?g  prizes  ?b   => ?a  award  ?b	0.333333333	1	1	1	1	1	?a
?a  alias  ?g  ?g  primaryTopic  ?b   => ?a  alias  ?b	0.333333333	1	1	1	1	1	?b
?g  hideRank  ?b  ?g  primaryTopic  ?a   => ?a  hideTvSeason  ?b	1	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?h  ?h  license  ?b   => ?a  license  ?b	1	1	1	1	1	1	?a
?g  alias  ?b  ?g  primaryTopic  ?a   => ?a  alias  ?b	0.666666667	1	1	2	2	2	?b
?b  name  ?h  ?a  routeEnd  ?h   => ?a  routeEnd  ?b	1	1	1	1	1	1	?a
?a  commander  ?h  ?b  publicwhip  ?h   => ?a  commander  ?b	0.043478261	1	1	1	1	1	?a
?b  name  ?h  ?a  shirtsponsors  ?h   => ?a  shirtsponsors  ?b	1	1	1	1	1	1	?a
?h  alias  ?b  ?a  primaryTopic  ?h   => ?a  alias  ?b	0.666666667	1	1	2	2	2	?b
?h  name  ?b  ?a  shirtsponsors  ?h   => ?a  shirtsponsors  ?b	1	1	1	1	1	1	?a
?a  commander  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  commander  ?b	0.47826087	1	1	11	11	11	?a
?g  alias  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  alias  ?b	0.666666667	1	1	2	2	2	?b
?b  commonName  ?h  ?a  presenter  ?h   => ?a  presenter  ?b	0.571428571	1	1	4	4	4	?a
?b  name  ?h  ?a  terminusB  ?h   => ?a  terminusB  ?b	1	1	1	1	1	1	?a
?a  commander  ?g  ?g  isPrimaryTopicOf  ?b   => ?a  commander  ?b	0.47826087	1	1	11	11	11	?a
?b  isPrimaryTopicOf  ?h  ?a  presenter  ?h   => ?a  presenter  ?b	0.285714286	1	1	2	2	2	?a
?h  award  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  award  ?b	0.666666667	1	1	2	2	2	?a
?g  award  ?b  ?g  primaryTopic  ?a   => ?a  award  ?b	0.666666667	1	1	2	2	2	?a
?g  award  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  award  ?b	0.666666667	1	1	2	2	2	?a
?a  primaryTopic  ?h  ?h  symbol  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?b  primaryTopic  ?h  ?a  terminusB  ?h   => ?a  terminusB  ?b	1	1	1	1	1	1	?a
?b  primaryTopic  ?h  ?a  routeEnd  ?h   => ?a  terminusB  ?b	1	1	1	1	1	1	?a
?a  presenter  ?h  ?h  primaryTopic  ?b   => ?a  presenter  ?b	0.428571429	1	1	3	3	3	?a
?h  primaryTopic  ?b  ?a  terminusB  ?h   => ?a  terminusB  ?b	1	1	1	1	1	1	?a
?h  name  ?b  ?a  presenter  ?h   => ?a  presenter  ?b	0.285714286	1	1	2	2	2	?a
?g  primaryTopic  ?b  ?a  routeEnd  ?g   => ?a  terminusB  ?b	1	1	1	1	1	1	?a
?h  backgroundColor  ?b  ?a  rdf-schema#seeAlso  ?h   => ?a  backgroundColor  ?b	1	1	1	1	1	1	?a
?a  name  ?h  ?h  website  ?b   => ?a  website  ?b	1	1	1	1	1	1	?a
?g  primaryTopic  ?a  ?g  website  ?b   => ?a  website  ?b	1	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?b  ?a  minister  ?h   => ?a  minister  ?b	1	1	1	13	13	13	?a
?b  operator  ?a  ?b  owner  ?a   => ?a  location  ?b	0.00952381	0.2	0.2	1	5	5	?a
?a  primaryTopic  ?h  ?h  stateHouse  ?b   => ?a  stateHouse  ?b	1	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?h  stateSenate  ?b   => ?a  stateHouse  ?b	1	1	1	1	1	1	?a
?b  ownerOper  ?h  ?h  primaryTopic  ?a   => ?a  location  ?b	0.00952381	0.5	0.5	1	2	2	?a
?a  isPrimaryTopicOf  ?h  ?h  stateSenate  ?b   => ?a  stateHouse  ?b	1	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?a  ?b  ownerOper  ?h   => ?a  location  ?b	0.00952381	0.5	0.5	1	2	2	?a
?b  ownerOper  ?h  ?a  primaryTopic  ?h   => ?a  location  ?b	0.00952381	0.5	0.5	1	2	2	?a
?a  isPrimaryTopicOf  ?h  ?b  ownerOper  ?h   => ?a  location  ?b	0.00952381	0.5	0.5	1	2	2	?a
?h  elevationFt  ?b  ?a  rdf-schema#seeAlso  ?h   => ?a  elevationFt  ?b	1	1	1	1	1	1	?a
?g  elevationFt  ?b  ?g  rdf-schema#seeAlso  ?a   => ?a  elevationFt  ?b	1	0.071428571	1	1	14	1	?a
?h  float  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  float  ?b	0.666666667	1	1	2	2	2	?a
?h  float  ?b  ?a  rdf-schema#seeAlso  ?h   => ?a  float  ?b	0.333333333	1	1	1	1	1	?a
?h  frameAlign  ?b  ?a  rdf-schema#seeAlso  ?h   => ?a  float  ?b	0.333333333	1	1	1	1	1	?a
?g  float  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  float  ?b	0.666666667	1	1	2	2	2	?a
?a  location  ?g  ?g  name  ?b   => ?a  location  ?b	0.123809524	1	1	13	13	13	?a
?a  mainCharTeam  ?h  ?b  primaryTopic  ?h   => ?a  mainCharTeam  ?b	1	1	1	2	2	2	?a
?a  mainCharTeam  ?h  ?h  rdf-schema#seeAlso  ?b   => ?a  mainCharTeam  ?b	1	1	1	2	2	2	?a
?g  float  ?b  ?g  primaryTopic  ?a   => ?a  float  ?b	0.666666667	1	1	2	2	2	?a
?a  isPrimaryTopicOf  ?h  ?b  owner  ?h   => ?a  location  ?b	0.00952381	0.076923077	0.111111111	1	13	9	?a
?a  foundedBy  ?h  ?b  primaryTopic  ?h   => ?a  founder  ?b	0.25	1	1	2	2	2	?a
?a  founder  ?h  ?b  primaryTopic  ?h   => ?a  founder  ?b	0.875	1	1	7	7	7	?a
?b  owner  ?h  ?h  primaryTopic  ?a   => ?a  location  ?b	0.00952381	0.071428571	0.111111111	1	14	9	?a
?a  location  ?h  ?b  primaryTopic  ?h   => ?a  location  ?b	0.933333333	1	1	98	98	98	?a
?a  founder  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  founder  ?b	0.75	1	1	6	6	6	?a
?h  isPrimaryTopicOf  ?a  ?b  owner  ?h   => ?a  location  ?b	0.00952381	0.076923077	0.111111111	1	13	9	?a
?g  isPrimaryTopicOf  ?a  ?g  stateSenate  ?b   => ?a  stateHouse  ?b	1	1	1	1	1	1	?a
?a  4namedata  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  4namedata  ?b	1	1	1	1	1	1	?a
?h  founder  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  founder  ?b	0.125	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?a  ?g  location  ?b   => ?a  location  ?b	0.066666667	1	1	7	7	7	?a
?a  1namedata  ?h  ?h  primaryTopic  ?b   => ?a  4namedata  ?b	1	0.03030303	1	1	33	1	?a
?a  founder  ?g  ?g  primaryTopic  ?b   => ?a  founder  ?b	0.875	1	1	7	7	7	?a
?a  4namedata  ?g  ?g  primaryTopic  ?b   => ?a  4namedata  ?b	1	1	1	1	1	1	?a
?a  1namedata  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  4namedata  ?b	1	0.03030303	1	1	33	1	?a
?a  founder  ?g  ?g  isPrimaryTopicOf  ?b   => ?a  founder  ?b	0.75	1	1	6	6	6	?a
?a  4namedata  ?g  ?g  isPrimaryTopicOf  ?b   => ?a  4namedata  ?b	1	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?b  ?g  knownFor  ?a   => ?a  founder  ?b	0.125	0.2	1	1	5	1	?a
?g  founder  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  founder  ?b	0.125	1	1	1	1	1	?a
?a  headquarters  ?h  ?b  primaryTopic  ?h   => ?a  headquarters  ?b	0.333333333	1	1	2	2	2	?b
?a  allWriting  ?h  ?b  primaryTopic  ?h   => ?a  artist  ?b	0.083333333	1	1	1	1	1	?a
?b  rdf-schema#seeAlso  ?h  ?a  wikiPageDisambiguates  ?h   => ?a  wikiPageDisambiguates  ?b	0.00617284	0.142857143	1	1	7	1	?b
?g  capital  ?b  ?a  location  ?g   => ?a  location  ?b	0.819047619	0.988505747	0.988505747	86	87	87	?a
?h  headquarters  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  headquarters  ?b	0.666666667	1	1	4	4	4	?b
?a  wikiPageDisambiguates  ?h  ?b  wikisource  ?h   => ?a  wikiPageDisambiguates  ?b	0.00617284	1	1	1	1	1	?b
?h  hideTvSeason  ?b  ?a  primaryTopic  ?h   => ?a  hideTvSeason  ?b	1	1	1	1	1	1	?a
?h  hideRank  ?b  ?a  primaryTopic  ?h   => ?a  hideTvSeason  ?b	1	1	1	1	1	1	?a
?g  publicwhip  ?b  ?a  wikiPageDisambiguates  ?g   => ?a  wikiPageDisambiguates  ?b	0.00617284	1	1	1	1	1	?b
?g  headquarter  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  headquarters  ?b	0.666666667	1	1	4	4	4	?b
?b  isPrimaryTopicOf  ?h  ?a  wikiPageDisambiguates  ?h   => ?a  wikiPageDisambiguates  ?b	0.271604938	1	1	44	44	44	?b
?a  wikiPageDisambiguates  ?g  ?g  wikiPageInterLanguageLink  ?b   => ?a  wikiPageDisambiguates  ?b	0.00617284	1	1	1	1	1	?b
?h  name  ?a  ?b  primaryTopic  ?h   => ?a  wikiPageDisambiguates  ?b	0.00617284	0.25	1	1	4	1	?b
?g  primaryTopic  ?a  ?g  stat1label  ?b   => ?a  stat1label  ?b	1	1	1	1	1	1	?a
?h  hide1849Rank  ?b  ?a  primaryTopic  ?h   => ?a  hideTvSeason  ?b	1	1	1	1	1	1	?a
?h  hideRank  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  hideTvSeason  ?b	1	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?b  ?a  writer  ?h   => ?a  artist  ?b	0.166666667	0.133333333	1	2	15	2	?a
?a  artist  ?g  ?g  primaryTopic  ?b   => ?a  artist  ?b	1	1	1	12	12	12	?a
?b  primaryTopic  ?h  ?a  wikiPageDisambiguates  ?h   => ?a  wikiPageDisambiguates  ?b	0.327160494	1	1	53	53	53	?b
?a  houses  ?g  ?g  rdf-schema#seeAlso  ?b   => ?a  houses  ?b	1	1	1	4	4	4	?a
?g  hide1849Rank  ?b  ?g  primaryTopic  ?a   => ?a  hideTvSeason  ?b	1	1	1	1	1	1	?a
?h  fg  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  fg  ?b	1	1	1	5	5	5	?a
?g  name  ?a  ?g  primaryTopic  ?b   => ?a  wikiPageDisambiguates  ?b	0.00617284	0.25	1	1	4	1	?b
?g  hide1849Rank  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  hideTvSeason  ?b	1	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?b  ?g  name  ?a   => ?a  wikiPageDisambiguates  ?b	0.00617284	0.333333333	1	1	3	1	?b
?g  hideTvSeason  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  hideTvSeason  ?b	1	1	1	1	1	1	?a
?g  hideRank  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  hideTvSeason  ?b	1	1	1	1	1	1	?a
?h  aprPrecipitationDays  ?b  ?a  primaryTopic  ?h   => ?a  aprPrecipitationDays  ?b	1	1	1	1	1	1	?a
?a  formerMembers  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  formerMembers  ?b	1	1	1	1	1	1	?a
?g  aprPrecipitationDays  ?b  ?g  name  ?a   => ?a  aprPrecipitationDays  ?b	1	1	1	1	1	1	?a
?a  formerMembers  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  formerMembers  ?b	1	1	1	1	1	1	?a
?a  award  ?h  ?h  primaryTopic  ?b   => ?a  award  ?b	0.333333333	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?h  prizes  ?b   => ?a  award  ?b	0.333333333	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?g  ?g  yahoo  ?b   => ?a  symbol  ?b	1	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?b  ?a  wikiPageDisambiguates  ?g   => ?a  wikiPageDisambiguates  ?b	0.271604938	1	1	44	44	44	?b
